name,lat,lon,level,parent,source_name
南城市,26.16319,127.770625,municipality,,南城市役所
南大東村,25.828903,131.231872,municipality,,南大東村役場
南大隅町,31.217486,130.768442,municipality,,南大隅町役場
南富良野町,43.164088,142.568522,municipality,,南富良野町役場
南小国町,33.098192,131.070724,municipality,,南小国町役場
南山城村,34.772787,135.993665,municipality,,南山城村役場
南島原市,32.659716,130.297783,municipality,,南島原市役所
南幌町,43.063739,141.65033,municipality,,南幌町役場
南房総市,35.043147,139.839997,municipality,,南房総市役所
南木曽町,35.603787,137.608936,municipality,,南木曽町役場
南相木村,36.036072,138.54689,municipality,,南相木村役場
南相馬市,37.642197,140.957237,municipality,,南相馬市役所
南知多町,34.715169,136.929934,municipality,,南知多町役場
南砺市,36.557453,136.875434,municipality,,南砺市役所
南種子町,30.413905,130.900937,municipality,,南種子町役場
南箕輪村,35.872853,137.975084,municipality,,南箕輪村役場
南越前町,35.83515,136.194435,municipality,,南越前町役場
南足柄市,35.320633,139.099729,municipality,,南足柄市役所
南関町,33.059565,130.54364,municipality,,南関町役場
南阿蘇村,32.845046,131.017881,municipality,,南阿蘇村役場
南陽市,38.055116,140.148309,municipality,,南陽市役所
南風原町,26.191122,127.728554,municipality,,南風原町役場
南魚沼市,37.065522,138.876081,municipality,,南魚沼市役所
博多区,33.590895,130.414354,municipality,,博多区役所
占冠村,42.979836,142.398526,municipality,,占冠村役場
印南町,33.819533,135.222515,municipality,,印南町役場
印西市,35.832332,140.145765,municipality,,印西市役所
厚別区,43.036213,141.474733,municipality,,厚別区役所
厚岸町,43.051951,144.847443,municipality,,厚岸町役場
厚木市,35.443049,139.362442,municipality,,厚木市役所
厚沢部町,41.920895,140.225475,municipality,,厚沢部町役場
厚真町,42.723566,141.877841,municipality,,厚真町役場
原村,35.964354,138.217471,municipality,,原村役場
双葉町,37.452904,141.006374,municipality,,双葉町役場
取手市,35.911474,140.050305,municipality,,取手市役所
古平町,43.265353,140.639078,municipality,,古平町役場
古座川町,33.53199,135.814999,municipality,,古座川町役場
古殿町,37.089182,140.555692,municipality,,古殿町役場
古河市,36.178228,139.755371,municipality,,古河市役所
古賀市,33.728664,130.469995,municipality,,古賀市役所
只見町,37.348657,139.315789,municipality,,只見町役場
可児市,35.426132,137.061075,municipality,,可児市役所
台東区,35.712607,139.779984,municipality,,台東区役所
右京区,35.010116,135.715996,municipality,,右京区役所
各務原市,35.398621,136.848479,municipality,,各務原市役所
合志市,32.885996,130.789726,municipality,,合志市役所
吉備中央町,34.863404,133.6935,municipality,,吉備中央町役場
吉富町,33.602643,131.175951,municipality,,吉富町役場
吉岡町,36.447443,139.0097,municipality,,吉岡町役場
吉川市,35.895962,139.855651,municipality,,吉川市役所
吉田町,34.77087,138.251943,municipality,,吉田町役場
吉見町,36.039853,139.45373,municipality,,吉見町役場
吉賀町,34.35351,131.935137,municipality,,吉賀町役場
吉野ヶ里町,33.321148,130.398753,municipality,,吉野ヶ里町役場
吉野川市,34.066235,134.358667,municipality,,吉野川市役所
吉野町,34.396046,135.857612,municipality,,吉野町役場
名取市,38.171501,140.891849,municipality,,名取市役所
名古屋市,35.181433,136.906421,municipality,,名古屋市役所
名古屋市中区,35.168607,136.910156,ward,名古屋市,中区役所（名古屋市）
名古屋市北区,35.194169,136.911558,ward,名古屋市,北区役所（名古屋市）
名古屋市南区,35.095127,136.931212,ward,名古屋市,南区役所（名古屋市）
名古屋市東区,35.179314,136.926043,ward,名古屋市,東区役所（名古屋市）
名古屋市港区,35.107792,136.885553,ward,名古屋市,港区役所（名古屋市）
名古屋市緑区,35.070721,136.952602,ward,名古屋市,緑区役所（名古屋市）
名古屋市西区,35.189109,136.890058,ward,名古屋市,西区役所（名古屋市）
名寄市,44.355924,142.463134,municipality,,名寄市役所
名張市,34.627662,136.108299,municipality,,名張市役所
名東区,35.175862,137.010239,municipality,,名東区役所
名護市,26.591555,127.977474,municipality,,名護市役所
向日市,34.94838,135.698371,municipality,,向日市役所
君津市,35.330424,139.902561,municipality,,君津市役所
吹田市,34.759405,135.516799,municipality,,吹田市役所
呉市,34.249254,132.565805,municipality,,呉市役所
周南市,34.055135,131.806293,municipality,,周南市役所
周防大島町,33.927628,132.19532,municipality,,周防大島町役場
和光市,35.781104,139.605693,municipality,,和光市役所
和寒町,44.023119,142.413383,municipality,,和寒町役場
和木町,34.202408,132.220405,municipality,,和木町役場
和束町,34.795726,135.904866,municipality,,和束町役場
和歌山市,34.230514,135.170808,municipality,,和歌山市役所
和歌山広川町,34.029957,135.173072,ward,和歌山,広川町役場（和歌山）
和歌山日高町,33.925677,135.141072,ward,和歌山,日高町役場（和歌山）
和歌山県,34.226111,135.1675,prefecture,,和歌山県庁
和歌山美浜町,33.893806,135.133265,ward,和歌山,美浜町役場（和歌山）
和気町,34.802882,134.157539,municipality,,和気町役場
和水町,32.978158,130.605813,municipality,,和水町役場
和泉市,34.483151,135.423306,municipality,,和泉市役所
和泊町,27.392559,128.655253,municipality,,和泊町役場
品川区,35.609066,139.73025,municipality,,品川区役所
唐津市,33.449801,129.96768,municipality,,唐津市役所
善通寺市,34.22716,133.787188,municipality,,善通寺市役所
喜多方市,37.651134,139.874484,municipality,,喜多方市役所
喜界町,28.316838,129.940035,municipality,,喜界町役場
喜茂別町,42.795439,140.934532,municipality,,喜茂別町役場
喬木村,35.513823,137.873751,municipality,,喬木村役場
嘉島町,32.740072,130.757303,municipality,,嘉島町役場
嘉手納町,26.361723,127.75538,municipality,,嘉手納町役場
嘉麻市,33.598421,130.719217,municipality,,嘉麻市役所
四万十市,32.991385,132.93375,municipality,,四万十市役所
四万十町,33.211606,133.137037,municipality,,四万十町役場
四国中央市,33.980694,133.549188,municipality,,四国中央市役所
四日市市,34.965092,136.624427,municipality,,四日市市役所
四條畷市,34.740064,135.639727,municipality,,四條畷市役所
四街道市,35.670288,140.168259,municipality,,四街道市役所
国分寺市,35.696728,139.469781,municipality,,国分寺市役所
国富町,31.990646,131.323535,municipality,,国富町役場
国東市,33.563327,131.732264,municipality,,国東市役所
国立市,35.683912,139.441366,municipality,,国立市役所
国見町,37.87681,140.549273,municipality,,国見町役場
国頭村,26.745725,128.178303,municipality,,国頭村役場
土佐市,33.495999,133.425055,municipality,,土佐市役所
土佐清水市,32.781603,132.9551,municipality,,土佐清水市役所
土佐町,33.737026,133.531791,municipality,,土佐町役場
土岐市,35.352497,137.183205,municipality,,土岐市役所
土庄町,34.486653,134.188629,municipality,,土庄町役場
土浦市,36.078391,140.204143,municipality,,土浦市役所
坂井市,36.166805,136.231501,municipality,,坂井市役所
坂出市,34.316692,133.860493,municipality,,坂出市役所
坂城町,36.461839,138.180106,municipality,,坂城町役場
坂戸市,35.957262,139.402983,municipality,,坂戸市役所
坂東市,36.048363,139.88868,municipality,,坂東市役所
坂町,34.341282,132.513639,municipality,,坂町役場
坂祝町,35.426734,136.98537,municipality,,坂祝町役場
垂井町,35.366249,136.537965,municipality,,垂井町役場
垂水区,34.63061,135.056919,municipality,,垂水区役所
垂水市,31.492758,130.70093,municipality,,垂水市役所
城南区,33.575686,130.369912,municipality,,城南区役所
城東区,34.703199,135.544812,municipality,,城東区役所
城里町,36.479297,140.376241,municipality,,城里町役場
城陽市,34.852958,135.780074,municipality,,城陽市役所
基山町,33.426944,130.523052,municipality,,基山町役場
埼玉県,35.857033,139.649012,prefecture,,埼玉県庁
埼玉美里町,36.177104,139.18141,ward,埼玉,美里町役場（埼玉）
堺区,34.573354,135.48302,municipality,,堺区役所
堺市,34.573354,135.48302,municipality,,堺市役所
堺市中区,34.528312,135.498724,ward,堺市,中区役所（堺市）
堺市北区,34.565478,135.517192,ward,堺市,北区役所（堺市）
堺市南区,34.486444,135.49054,ward,堺市,南区役所（堺市）
堺市東区,34.538228,135.536474,ward,堺市,東区役所（堺市）
堺市西区,34.535063,135.464014,ward,堺市,西区役所（堺市）
塙町,36.956877,140.409805,municipality,,塙町役場
塩尻市,36.11502,137.95338,municipality,,塩尻市役所
塩竈市,38.31436,141.02203,municipality,,塩竈市役所
塩谷町,36.778896,139.856942,municipality,,塩谷町役場
境港市,35.539606,133.2316,municipality,,境港市役所
境町,36.108529,139.795054,municipality,,境町役場
増毛町,43.856063,141.524978,municipality,,増毛町役場
墨田区,35.710724,139.801497,municipality,,墨田区役所
士別市,44.178182,142.400927,municipality,,士別市役所
士幌町,43.168047,143.241344,municipality,,士幌町役場
壬生町,36.442178,139.814668,municipality,,壬生町役場
壮瞥町,42.552556,140.885472,municipality,,壮瞥町役場
壱岐市,33.749978,129.691377,municipality,,壱岐市役所
売木村,35.271068,137.711191,municipality,,売木村役場
夕張市,43.056814,141.974069,municipality,,夕張市役所
外ヶ浜町,41.043159,140.632243,municipality,,外ヶ浜町役場
多久市,33.288513,130.110061,municipality,,多久市役所
多古町,35.735592,140.467727,municipality,,多古町役場
多可町,35.050315,134.923359,municipality,,多可町役場
多度津町,34.272711,133.758553,municipality,,多度津町役場
多摩区,35.619609,139.562113,municipality,,多摩区役所
多摩市,35.636959,139.446366,municipality,,多摩市役所
多気町,34.496156,136.546149,municipality,,多気町役場
多治見市,35.332773,137.132078,municipality,,多治見市役所
多良木町,32.264039,130.935795,municipality,,多良木町役場
多良間村,24.669449,124.701693,municipality,,多良間村役場
多賀城市,38.293803,141.004369,municipality,,多賀城市役所
多賀町,35.222035,136.292199,municipality,,多賀町役場
大井町,35.326619,139.156649,municipality,,大井町役場
大仙市,39.45309,140.475448,municipality,,大仙市役所
大任町,33.612164,130.853742,municipality,,大任町役場
大刀洗町,33.372425,130.622454,municipality,,大刀洗町役場
大分市,33.239526,131.609377,municipality,,大分市役所
大分県,33.238056,131.6125,prefecture,,大分県庁
大口町,35.332444,136.907694,municipality,,大口町役場
大台町,34.39337,136.407876,municipality,,大台町役場
大和市,35.487515,139.45795,municipality,,大和市役所
大和村,28.358076,129.395262,municipality,,大和村役場
大和町,38.43733,140.886309,municipality,,大和町役場
大和郡山市,34.649616,135.782715,municipality,,大和郡山市役所
大和高田市,34.51575,135.737387,municipality,,大和高田市役所
大垣市,35.35989,136.612795,municipality,,大垣市役所
大多喜町,35.284822,140.245419,municipality,,大多喜町役場
大子町,36.764415,140.363437,municipality,,大子町役場
大宜味村,26.701778,128.120105,municipality,,大宜味村役場
大宮区,35.901785,139.630631,municipality,,大宮区役所
大山崎町,34.902795,135.688476,municipality,,大山崎町役場
大山町,35.510779,133.496123,municipality,,大山町役場
大島町,34.750058,139.355619,municipality,,大島町役場
大崎上島町,34.269552,132.914963,municipality,,大崎上島町役場
大崎市,38.57754,140.955725,municipality,,大崎市役所
大崎町,31.429102,131.005592,municipality,,大崎町役場
大川市,33.206622,130.383922,municipality,,大川市役所
大川村,33.783927,133.466613,municipality,,大川村役場
大府市,35.011611,136.963868,municipality,,大府市役所
大月市,35.610474,138.940041,municipality,,大月市役所
大月町,32.841481,132.70699,municipality,,大月町役場
大木町,33.210453,130.439806,municipality,,大木町役場
大村市,32.89996,129.958217,municipality,,大村市役所
大東市,34.712013,135.623471,municipality,,大東市役所
大桑村,35.68924,137.671432,municipality,,大桑村役場
大槌町,39.358196,141.899731,municipality,,大槌町役場
大樹町,42.497698,143.278989,municipality,,大樹町役場
大正区,34.650417,135.472694,municipality,,大正区役所
大江町,38.380713,140.206793,municipality,,大江町役場
大河原町,38.049412,140.730774,municipality,,大河原町役場
大治町,35.175089,136.8201,municipality,,大治町役場
大泉町,36.247862,139.404843,municipality,,大泉町役場
大洗町,36.313356,140.574888,municipality,,大洗町役場
大津市,35.018357,135.854666,municipality,,大津市役所
大津町,32.877904,130.868653,municipality,,大津町役場
大洲市,33.506285,132.544514,municipality,,大洲市役所
大淀町,34.390529,135.789798,municipality,,大淀町役場
大潟村,40.017788,139.960064,municipality,,大潟村役場
大熊町,37.382087,140.958264,municipality,,大熊町役場
大牟田市,33.030248,130.446058,municipality,,大牟田市役所
大玉村,37.534362,140.371058,municipality,,大玉村役場
大田区,35.56126,139.715987,municipality,,大田区役所
大田原市,36.871076,140.015458,municipality,,大田原市役所
大田市,35.19209,132.499351,municipality,,大田市役所
大町市,36.502976,137.851169,municipality,,大町市役所
大町町,33.213871,130.116032,municipality,,大町町役場
大石田町,38.593877,140.372647,municipality,,大石田町役場
大磯町,35.30694,139.311348,municipality,,大磯町役場
大空町,43.911858,144.172473,municipality,,大空町役場
大竹市,34.237952,132.222361,municipality,,大竹市役所
大紀町,34.358023,136.415798,municipality,,大紀町役場
大網白里市,35.521708,140.320963,municipality,,大網白里市役所
大船渡市,39.081901,141.708547,municipality,,大船渡市役所
大蔵村,38.704121,140.230368,municipality,,大蔵村役場
大衡村,38.467278,140.879982,municipality,,大衡村役場
大豊町,33.768665,133.643036,municipality,,大豊町役場
大郷町,38.424244,141.00446,municipality,,大郷町役場
大野城市,33.53629,130.478697,municipality,,大野城市役所
大野市,35.980564,136.487692,municipality,,大野市役所
大野町,35.470675,136.627636,municipality,,大野町役場
大間町,41.522388,140.90483,municipality,,大間町役場
大阪太子町,34.518656,135.647734,ward,大阪,太子町役場（大阪）
大阪市,34.693891,135.502046,municipality,,大阪市役所
大阪市中央区,34.681225,135.509687,ward,大阪市,中央区役所（大阪市）
大阪市北区,34.705581,135.510095,ward,大阪市,北区役所（大阪市）
大阪市旭区,34.721266,135.544142,ward,大阪市,旭区役所（大阪市）
大阪市港区,34.663918,135.460611,ward,大阪市,港区役所（大阪市）
大阪市西区,34.676384,135.486111,ward,大阪市,西区役所（大阪市）
大阪市鶴見区,34.704566,135.57419,ward,大阪市,鶴見区役所（大阪市）
大阪府,34.686389,135.52,prefecture,,大阪府庁
大阪狭山市,34.503718,135.555748,municipality,,大阪狭山市役所
大館市,40.271685,140.565241,municipality,,大館市役所
大鰐町,40.518356,140.567878,municipality,,大鰐町役場
大鹿村,35.578234,138.034044,municipality,,大鹿村役場
天城町,27.81166,128.897749,municipality,,天城町役場
天塩町,44.888121,141.745324,municipality,,天塩町役場
天川村,34.241929,135.855135,municipality,,天川村役場
天栄村,37.255576,140.247165,municipality,,天栄村役場
天王寺区,34.657869,135.51937,municipality,,天王寺区役所
天理市,34.596617,135.837367,municipality,,天理市役所
天白区,35.12274,136.975049,municipality,,天白区役所
天竜区,34.872578,137.816234,municipality,,天竜区役所
天童市,38.362177,140.377802,municipality,,天童市役所
天草市,32.458621,130.19301,municipality,,天草市役所
天龍村,35.276307,137.854244,municipality,,天龍村役場
太地町,33.594037,135.943964,municipality,,太地町役場
太宰府市,33.512835,130.523876,municipality,,太宰府市役所
太田市,36.291127,139.37536,municipality,,太田市役所
太白区,38.224395,140.877212,municipality,,太白区役所
太良町,33.019436,130.179126,municipality,,太良町役場
奄美市,28.377273,129.49378,municipality,,奄美市役所
奈井江町,43.425453,141.883536,municipality,,奈井江町役場
奈半利町,33.424179,134.020957,municipality,,奈半利町役場
奈義町,35.123024,134.177427,municipality,,奈義町役場
奈良川上村,34.338121,135.954303,ward,奈良,川上村役場（奈良）
奈良川西町,34.584383,135.773871,ward,奈良,川西町役場（奈良）
奈良市,34.685117,135.804995,municipality,,奈良市役所
奈良県,34.685278,135.832778,prefecture,,奈良県庁
奥出雲町,35.197428,133.002549,municipality,,奥出雲町役場
奥多摩町,35.80952,139.096214,municipality,,奥多摩町役場
奥尻町,42.172264,139.512208,municipality,,奥尻町役場
奥州市,39.144506,141.139116,municipality,,奥州市役所
女川町,38.445388,141.442693,municipality,,女川町役場
妙高市,37.025265,138.253485,municipality,,妙高市役所
妹背牛町,43.700093,141.961606,municipality,,妹背牛町役場
姫島村,33.724536,131.645143,municipality,,姫島村役場
姫路市,34.815496,134.685458,municipality,,姫路市役所
姶良市,31.72837,130.627683,municipality,,姶良市役所
嬉野市,33.128092,130.06012,municipality,,嬉野市役所
嬬恋村,36.516735,138.530298,municipality,,嬬恋村役場
宇佐市,33.532327,131.350337,municipality,,宇佐市役所
宇和島市,33.22334,132.560563,municipality,,宇和島市役所
宇土市,32.687362,130.658435,municipality,,宇土市役所
宇城市,32.647814,130.684287,municipality,,宇城市役所
宇多津町,34.310301,133.825566,municipality,,宇多津町役場
宇検村,28.280773,129.297208,municipality,,宇検村役場
宇治市,34.8844,135.79978,municipality,,宇治市役所
宇治田原町,34.844761,135.868108,municipality,,宇治田原町役場
宇美町,33.567768,130.511208,municipality,,宇美町役場
宇部市,33.951824,131.24731,municipality,,宇部市役所
宇都宮市,36.555115,139.882807,municipality,,宇都宮市役所
宇陀市,34.528073,135.952303,municipality,,宇陀市役所
守口市,34.735811,135.561724,municipality,,守口市役所
守山区,35.203343,136.97633,municipality,,守山区役所
守山市,35.058327,135.99402,municipality,,守山市役所
守谷市,35.951327,139.975465,municipality,,守谷市役所
安中市,36.326298,138.887244,municipality,,安中市役所
安佐北区,34.518282,132.507633,municipality,,安佐北区役所
安佐南区,34.45185,132.471641,municipality,,安佐南区役所
安八町,35.335418,136.665415,municipality,,安八町役場
安城市,34.958644,137.080297,municipality,,安城市役所
安堵町,34.606488,135.756781,municipality,,安堵町役場
安平町,42.762798,141.818047,municipality,,安平町役場
安曇野市,36.303933,137.905755,municipality,,安曇野市役所
安来市,35.431451,133.250851,municipality,,安来市役所
安田町,33.43908,133.981215,municipality,,安田町役場
安芸区,34.371756,132.525542,municipality,,安芸区役所
安芸太田町,34.576731,132.227141,municipality,,安芸太田町役場
安芸市,33.516406,133.905812,municipality,,安芸市役所
安芸高田市,34.666099,132.703977,municipality,,安芸高田市役所
宍粟市,35.004435,134.549377,municipality,,宍粟市役所
宗像市,33.805448,130.540651,municipality,,宗像市役所
宜野座村,26.481585,127.975615,municipality,,宜野座村役場
宜野湾市,26.281581,127.778637,municipality,,宜野湾市役所
宝塚市,34.799817,135.360098,municipality,,宝塚市役所
宝達志水町,36.862759,136.797557,municipality,,宝達志水町役場
室戸市,33.289955,134.151981,municipality,,室戸市役所
室蘭市,42.315204,140.973784,municipality,,室蘭市役所
宮代町,36.022593,139.723069,municipality,,宮代町役場
宮前区,35.589216,139.57858,municipality,,宮前区役所
宮古島市,24.789971,125.294752,municipality,,宮古島市役所
宮古市,39.639554,141.946115,municipality,,宮古市役所
宮城川崎町,38.177751,140.643188,ward,宮城,川崎町役場（宮城）
宮城県,38.26893,140.872147,prefecture,,宮城県庁
宮城美里町,38.5444,141.056717,ward,宮城,美里町役場（宮城）
宮城野区,38.266189,140.909841,municipality,,宮城野区役所
宮崎市,31.907676,131.420244,municipality,,宮崎市役所
宮崎県,31.911111,131.423889,prefecture,,宮崎県庁
宮崎美郷町,32.440256,131.423106,ward,宮崎,美郷町役場（宮崎）
宮津市,35.535577,135.195567,municipality,,宮津市役所
宮田村,35.768882,137.944209,municipality,,宮田村役場
宮若市,33.723624,130.667436,municipality,,宮若市役所
宿毛市,32.934013,132.702033,municipality,,宿毛市役所
寄居町,36.118348,139.193014,municipality,,寄居町役場
富加町,35.484761,136.979707,municipality,,富加町役場
富士吉田市,35.487499,138.807857,municipality,,富士吉田市役所
富士宮市,35.221983,138.621656,municipality,,富士宮市役所
富士川町,35.560952,138.461969,municipality,,富士川町役場
富士市,35.161386,138.676311,municipality,,富士市役所
富士河口湖町,35.497297,138.754926,municipality,,富士河口湖町役場
富士見市,35.856759,139.549074,municipality,,富士見市役所
富士見町,35.914652,138.24074,municipality,,富士見町役場
富山市,36.695982,137.213449,municipality,,富山市役所
富山朝日町,36.946179,137.559868,ward,富山,朝日町役場（富山）
富山県,36.695271,137.211333,prefecture,,富山県庁
富岡市,36.259852,138.889954,municipality,,富岡市役所
富岡町,37.345496,141.008652,municipality,,富岡町役場
富津市,35.30414,139.857113,municipality,,富津市役所
富田林市,34.499675,135.59728,municipality,,富田林市役所
富良野市,43.342354,142.383405,municipality,,富良野市役所
富谷市,38.399918,140.895485,municipality,,富谷市役所
富里市,35.72681,140.343071,municipality,,富里市役所
寒川町,35.372963,139.384188,municipality,,寒川町役場
寒河江市,38.380954,140.276068,municipality,,寒河江市役所
寝屋川市,34.766079,135.628008,municipality,,寝屋川市役所
対馬市,34.202643,129.287518,municipality,,対馬市役所
寿都町,42.790984,140.228891,municipality,,寿都町役場
射水市,36.730479,137.075399,municipality,,射水市役所
小倉北区,33.88089,130.873361,municipality,,小倉北区役所
小倉南区,33.846525,130.884808,municipality,,小倉南区役所
小値賀町,33.191074,129.058766,municipality,,小値賀町役場
小千谷市,37.31435,138.795097,municipality,,小千谷市役所
小坂町,40.332926,140.736191,municipality,,小坂町役場
小城市,33.273776,130.21728,municipality,,小城市役所
小山市,36.314496,139.800778,municipality,,小山市役所
小山町,35.36011,138.987296,municipality,,小山町役場
小川村,36.617135,137.974801,municipality,,小川村役場
小川町,36.056657,139.261789,municipality,,小川町役場
小布施町,36.697478,138.312146,municipality,,小布施町役場
小平市,35.728496,139.477474,municipality,,小平市役所
小平町,44.015141,141.662828,municipality,,小平町役場
小松島市,34.004713,134.590603,municipality,,小松島市役所
小松市,36.408357,136.445588,municipality,,小松市役所
小林市,31.996657,130.972674,municipality,,小林市役所
小樽市,43.190753,140.994605,municipality,,小樽市役所
小浜市,35.495593,135.746647,municipality,,小浜市役所
小海町,36.095241,138.483515,municipality,,小海町役場
小清水町,43.857031,144.462529,municipality,,小清水町役場
小牧市,35.290311,136.910948,municipality,,小牧市役所
小田原市,35.264694,139.152355,municipality,,小田原市役所
小矢部市,36.675531,136.868653,municipality,,小矢部市役所
小竹町,33.696782,130.707784,municipality,,小竹町役場
小笠原村,27.09438,142.191904,municipality,,小笠原村役場
小美玉市,36.239283,140.352589,municipality,,小美玉市役所
小菅村,35.760274,138.940283,municipality,,小菅村役場
